date_reported,clsd,offense,location,theft_code,hate_bias,dayofweek,cpd_neighborhood,weapons,victim_age,victim_race,suspect_age,suspect_race
1/30/2019 19:06,F--CLEARED BY ARREST - ADULT,THEFT,38-VARIETY/CONVENIENCE STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WALNUT HILLS,99 - NONE,UNKNOWN,NA,UNKNOWN,NA
1/6/2019 20:22,F--CLEARED BY ARREST - ADULT,RAPE,02-MULTI FAMILY DUPLEX,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,FAY APARTMENTS,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,UNKNOWN,NA
4/15/2019 11:15,Z--EARLY CLOSED,THEFT,39-DEPARTMENT/DISCOUNT STORE,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,THURSDAY,WALNUT HILLS,99 - NONE,26-30,BLACK,UNKNOWN,NA
4/4/2019 10:11,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,QUEENSGATE,99 - NONE,31-40,BLACK,UNKNOWN,NA
4/9/2019 23:08,I--INVESTIGATION PENDING,ASSAULT,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,26-30,BLACK
4/9/2019 23:08,I--INVESTIGATION PENDING,ASSAULT,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,BLACK,26-30,BLACK
3/24/2019 5:04,I--INVESTIGATION PENDING,VEHICULAR VANDALISM,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,NA,U - UNKNOWN,41-50,WHITE,UNKNOWN,UNKNOWN
4/5/2019 19:14,Z--EARLY CLOSED,TAKING THE IDENTITY OF ANOTHER,16-FINANCIAL INSTITUTION,NA,N--NO BIAS/NOT APPLICABLE,NA,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,ASIAN/PACIFIC ISLAND,UNKNOWN,NA
3/1/2019 21:18,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,NA,99 - NONE,31-40,BLACK,31-40,BLACK
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,BLACK,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,BLACK,UNKNOWN,NA
2/22/2019 12:09,B--PROSECUTION DECLINED,RAPE,28-RESTAURANT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,HYDE PARK,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),ASIAN/PACIFIC ISLAND,41-50,ASIAN/PACIFIC ISLAND
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,41-50,WHITE,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,OVER 70,WHITE,UNKNOWN,NA
3/6/2019 8:00,K--UNFOUNDED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,18-25,UNKNOWN
3/6/2019 8:00,K--UNFOUNDED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,18-25,UNKNOWN
2/2/2019 5:31,H--WARRANT ISSUED,ASSAULT,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WEST  END,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,BLACK,31-40,BLACK
1/7/2019 10:28,I--INVESTIGATION PENDING,THEFT,47-STREET,23A-POCKET-PICKING,N--NO BIAS/NOT APPLICABLE,MONDAY,QUEENSGATE,U - UNKNOWN,51-60,BLACK,UNKNOWN,WHITE
1/8/2019 11:00,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,C. B. D. / RIVERFRONT,U - UNKNOWN,61-70,WHITE,UNKNOWN,NA
2/5/2019 16:25,J--CLOSED,BURGLARY,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,EAST WALNUT HILLS,99 - NONE,31-40,BLACK,UNKNOWN,NA
4/9/2019 21:33,I--INVESTIGATION PENDING,FELONIOUS ASSAULT,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WALNUT HILLS,12 - HANDGUN,51-60,BLACK,UNKNOWN,BLACK
1/14/2019 11:48,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,MONDAY,EAST WALNUT HILLS,99 - NONE,31-40,WHITE,UNKNOWN,NA
2/5/2019 4:45,D--VICTIM REFUSED TO COOPERATE,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST  END,U - UNKNOWN,ADULT (18+),WHITE,26-30,BLACK
2/5/2019 4:45,D--VICTIM REFUSED TO COOPERATE,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST  END,U - UNKNOWN,ADULT (18+),WHITE,26-30,BLACK
2/2/2019 18:57,D--VICTIM REFUSED TO COOPERATE,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,MOUNT  AUBURN,99 - NONE,ADULT (18+),BLACK,26-30,BLACK
3/11/2019 21:52,J--CLOSED,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,31-40,BLACK
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,31-40,UNKNOWN,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,31-40,UNKNOWN,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,UNKNOWN,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,UNKNOWN,UNKNOWN,NA
1/7/2019 18:00,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,AMERICAN INDIAN/ALAS,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,UNKNOWN,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,ASIAN/PACIFIC ISLAND,UNKNOWN,NA
2/21/2019 23:20,D--VICTIM REFUSED TO COOPERATE,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,NORTH AVONDALE,99 - NONE,ADULT (18+),BLACK,26-30,BLACK
1/2/2019 17:00,J--CLOSED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,ROSELAWN,99 - NONE,ADULT (18+),WHITE,51-60,BLACK
2/17/2019 12:20,Z--EARLY CLOSED,BREAKING AND ENTERING,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WEST PRICE HILL,99 - NONE,UNKNOWN,WHITE,UNKNOWN,NA
3/1/2019 15:42,I--INVESTIGATION PENDING,RAPE,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,MT.  WASHINGTON,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,31-40,BLACK
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,OVER 70,WHITE,UNKNOWN,NA
2/13/2019 10:26,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,CORRYVILLE,99 - NONE,18-25,BLACK,UNKNOWN,NA
3/18/2019 1:03,J--CLOSED,RAPE,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,HYDE PARK,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),WHITE,UNKNOWN,NA
2/18/2019 12:16,J--CLOSED,THEFT,33-DRUGSTORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,MONDAY,WALNUT HILLS,99 - NONE,UNKNOWN,NA,18-25,BLACK
1/30/2019 2:52,F--CLEARED BY ARREST - ADULT,BURGLARY,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WEST  END,99 - NONE,61-70,BLACK,UNKNOWN,NA
2/14/2019 14:40,F--CLEARED BY ARREST - ADULT,CRIMINAL DAMAGING/ENDANGERING,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,CLIFTON,99 - NONE,61-70,BLACK,UNKNOWN,NA
2/21/2019 23:20,D--VICTIM REFUSED TO COOPERATE,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,NORTH AVONDALE,99 - NONE,ADULT (18+),BLACK,31-40,BLACK
4/5/2019 17:45,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY APARTMENT,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,MONDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,UNKNOWN,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,41-50,BLACK,UNKNOWN,NA
4/14/2019 10:43,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,41-50,BLACK,UNKNOWN,NA
2/3/2019 0:52,H--WARRANT ISSUED,DOMESTIC VIOLENCE,18-HOTEL/MOTEL,NA,88--DOMESTIC VIOLENCE,SUNDAY,CORRYVILLE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",UNDER 18,BLACK,31-40,BLACK
4/14/2019 10:43,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,UNKNOWN,UNKNOWN,NA
4/16/2019 10:26,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,05-GARAGE/SHED,NA,N--NO BIAS/NOT APPLICABLE,NA,CLIFTON,99 - NONE,18-25,BLACK,UNKNOWN,NA
3/26/2019 20:44,Z--EARLY CLOSED,THEFT,40-OTHER RETAIL STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,TUESDAY,WALNUT HILLS,99 - NONE,UNKNOWN,NA,31-40,BLACK
2/20/2019 16:00,J--CLOSED,THEFT,39-DEPARTMENT/DISCOUNT STORE,23C-SHOPLIFTING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WALNUT HILLS,U - UNKNOWN,UNKNOWN,NA,31-40,BLACK
2/16/2019 9:48,Z--EARLY CLOSED,BREAKING AND ENTERING,44-CONSTRUCTION SITE,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,EAST WALNUT HILLS,99 - NONE,26-30,WHITE,UNKNOWN,NA
3/9/2019 22:15,D--VICTIM REFUSED TO COOPERATE,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,AVONDALE,99 - NONE,JUVENILE (UNDER 18),BLACK,31-40,BLACK
4/14/2019 10:43,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SUNDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,41-50,WHITE,UNKNOWN,NA
1/14/2019 13:23,Z--EARLY CLOSED,THEFT,47-STREET,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,SATURDAY,EAST WALNUT HILLS,99 - NONE,61-70,WHITE,UNKNOWN,NA
2/23/2019 4:39,J--CLOSED,RAPE,77-OTHER,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,FAIRVIEW,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),WHITE,UNKNOWN,NA
1/19/2019 0:00,J--CLOSED,RAPE,18-HOTEL/MOTEL,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,PADDOCK  HILLS,U - UNKNOWN,ADULT (18+),WHITE,UNKNOWN,UNKNOWN
1/7/2019 10:28,I--INVESTIGATION PENDING,THEFT,47-STREET,23A-POCKET-PICKING,N--NO BIAS/NOT APPLICABLE,MONDAY,QUEENSGATE,U - UNKNOWN,51-60,BLACK,UNKNOWN,WHITE
3/26/2019 16:46,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY APARTMENT,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,TUESDAY,EAST WALNUT HILLS,99 - NONE,41-50,BLACK,UNKNOWN,NA
3/19/2019 9:20,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,48-PARKING LOT,NA,N--NO BIAS/NOT APPLICABLE,MONDAY,WALNUT HILLS,80 - OTHER WEAPON,61-70,BLACK,UNKNOWN,NA
4/7/2019 16:10,J--CLOSED,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,COLLEGE  HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,26-30,BLACK
4/7/2019 16:10,J--CLOSED,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,COLLEGE  HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,26-30,BLACK
4/4/2019 13:15,I--INVESTIGATION PENDING,RAPE,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,ROSELAWN,99 - NONE,JUVENILE (UNDER 18),BLACK,UNDER 18,BLACK
2/16/2019 9:48,Z--EARLY CLOSED,BREAKING AND ENTERING,44-CONSTRUCTION SITE,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,EAST WALNUT HILLS,99 - NONE,31-40,WHITE,UNKNOWN,NA
4/18/2019 8:19,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,05-GARAGE/SHED,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CORRYVILLE,U - UNKNOWN,UNKNOWN,NA,UNKNOWN,NA
3/24/2019 5:04,I--INVESTIGATION PENDING,VEHICULAR VANDALISM,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,NA,U - UNKNOWN,51-60,WHITE,UNKNOWN,UNKNOWN
3/6/2019 8:00,K--UNFOUNDED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,UNKNOWN,UNKNOWN
3/6/2019 8:00,K--UNFOUNDED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,UNKNOWN,UNKNOWN
4/29/2019 14:59,Z--EARLY CLOSED,THEFT,28-RESTAURANT,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,AVONDALE,99 - NONE,51-60,BLACK,UNKNOWN,NA
2/14/2019 2:45,K--UNFOUNDED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,41-50,BLACK
2/14/2019 2:45,K--UNFOUNDED,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST PRICE HILL,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,41-50,BLACK
4/20/2019 18:35,K--UNFOUNDED,RAPE,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,WALNUT HILLS,99 - NONE,ADULT (18+),BLACK,41-50,BLACK
1/5/2019 10:17,F--CLEARED BY ARREST - ADULT,ASSAULT,18-HOTEL/MOTEL,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,CORRYVILLE,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",31-40,BLACK,31-40,BLACK
4/28/2019 6:15,Z--EARLY CLOSED,CRIMINAL DAMAGING/ENDANGERING,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,WESTWOOD,99 - NONE,31-40,BLACK,31-40,BLACK
4/24/2019 0:45,Z--EARLY CLOSED,THEFT,48-PARKING LOT,23F-THEFT FROM MOTOR VEHICLE,N--NO BIAS/NOT APPLICABLE,TUESDAY,CORRYVILLE,U - UNKNOWN,18-25,WHITE,UNKNOWN,NA
2/16/2019 22:56,D--VICTIM REFUSED TO COOPERATE,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,OVER-THE-RHINE,99 - NONE,ADULT (18+),WHITE,61-70,BLACK
2/16/2019 22:56,D--VICTIM REFUSED TO COOPERATE,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,SATURDAY,OVER-THE-RHINE,99 - NONE,ADULT (18+),WHITE,51-60,BLACK
4/15/2019 14:55,J--CLOSED,RAPE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,SUNDAY,PADDOCK  HILLS,99 - NONE,ADULT (18+),BLACK,26-30,BLACK
5/6/2019 11:00,I--INVESTIGATION PENDING,RAPE,02-MULTI FAMILY APARTMENT,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,51-60,BLACK
4/25/2019 11:23,J--CLOSED,RAPE,01-SINGLE FAMILY HOME,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,WESTWOOD,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),BLACK,41-50,BLACK
5/2/2019 20:06,H--WARRANT ISSUED,DOMESTIC VIOLENCE,47-STREET,NA,88--DOMESTIC VIOLENCE,THURSDAY,WALNUT HILLS,99 - NONE,26-30,BLACK,26-30,BLACK
5/5/2019 13:42,I--INVESTIGATION PENDING,UNAUTHORIZED USE OF MOTOR VEHICLE,47-STREET,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WEST  END,99 - NONE,26-30,BLACK,18-25,BLACK
5/6/2019 19:00,Z--EARLY CLOSED,THEFT,01-SINGLE FAMILY HOME,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,MONDAY,WESTWOOD,99 - NONE,41-50,BLACK,UNKNOWN,NA
5/2/2019 20:06,H--WARRANT ISSUED,VIOLATE PROTECTION ORDER/CONSENT AGREEMENT,47-STREET,NA,88--DOMESTIC VIOLENCE,THURSDAY,WALNUT HILLS,99 - NONE,26-30,BLACK,26-30,BLACK
4/12/2019 1:57,J--CLOSED,ROBBERY,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,NA,99 - NONE,26-30,WHITE,UNKNOWN,BLACK
4/12/2019 1:57,J--CLOSED,ROBBERY,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,FRIDAY,NA,99 - NONE,26-30,WHITE,UNKNOWN,BLACK
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,WHITE
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,WHITE
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,WHITE
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,WHITE
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,BLACK
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,BLACK
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,BLACK
4/23/2019 23:51,J--CLOSED,ASSAULT,52-OTHER OUTSIDE LOCATION,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,BLACK
5/9/2019 15:00,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY APARTMENT,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,THURSDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,26-30,BLACK,UNKNOWN,NA
5/13/2019 11:29,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,CLIFTON/UNIVERSITY HEIGHTS,99 - NONE,18-25,BLACK,UNKNOWN,NA
5/7/2019 3:04,J--CLOSED,RAPE,02-MULTI FAMILY,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,WINTON HILLS,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",ADULT (18+),WHITE,UNKNOWN,BLACK
5/13/2019 16:15,Z--EARLY CLOSED,THEFT,47-STREET,23G-THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,N--NO BIAS/NOT APPLICABLE,SATURDAY,EAST WALNUT HILLS,U - UNKNOWN,51-60,WHITE,UNKNOWN,NA
5/16/2019 16:00,G--CLEARED BY ARREST - JUVENILE,ASSAULT,77-OTHER,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",26-30,WHITE,UNKNOWN,NA
5/16/2019 16:00,G--CLEARED BY ARREST - JUVENILE,ASSAULT,77-OTHER,NA,N--NO BIAS/NOT APPLICABLE,THURSDAY,SOUTH  FAIRMOUNT,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",18-25,WHITE,UNKNOWN,NA
4/25/2019 1:12,I--INVESTIGATION PENDING,RAPE,01-SINGLE FAMILY 2 STORY,NA,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,WEST  END,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",JUVENILE (UNDER 18),BLACK,18-25,BLACK
2/12/2019 23:56,D--VICTIM REFUSED TO COOPERATE,RAPE,18-HOTEL/MOTEL,NA,N--NO BIAS/NOT APPLICABLE,TUESDAY,C. B. D. / RIVERFRONT,99 - NONE,ADULT (18+),WHITE,31-40,BLACK
7/27/2019 13:34,NA,THEFT,47-STREET,23D-THEFT FROM BUILDING,N--NO BIAS/NOT APPLICABLE,WEDNESDAY,NA,99 - NONE,41-50,UNKNOWN,UNKNOWN,UNKNOWN
5/9/2019 13:25,Z--EARLY CLOSED,THEFT,02-MULTI FAMILY,23H-ALL OTHER LARCENY,N--NO BIAS/NOT APPLICABLE,FRIDAY,WALNUT HILLS,99 - NONE,61-70,BLACK,UNKNOWN,NA
5/3/2019 20:30,K--UNFOUNDED,THEFT,47-STREET,24O-MOTOR VEHICLE THEFT,N--NO BIAS/NOT APPLICABLE,TUESDAY,NA,99 - NONE,31-40,WHITE,UNKNOWN,NA
